policyno,plcydate,clm_freq5,clm_amt5,clm_amt,kidsdriv,travtime,car_use,bluebook,retained,npolicy,car_type,red_car,mvr_pts,clm_flag,age,homekids,yoj,income,gender,parent1,jobclass,max_educ,home_val,samehome,yearsinhome,area,in_yy,hadclaim,commercial,cartype_panel,cartype_sports,cartype_pickup,cartype_suv,cartype_sedan,cartype_van,redcar,revolked,male,married,singleparent,job_bluecollar,urban,homeowner,probclaim
78076774,1998-12-22,0,0,0,0,14,Private,26790,13,3,Pickup,no,2,No,51,0,10,144742,F,No,Manager,Masters,0,18,18,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.067805439
78076971,1999-03-25,0,0,3585,0,66,Commercial,18260,3,1,Van,yes,0,Yes,32,0,NA,24506,M,No,Clerical,Bachelors,117746,10,10,Urban,FALSE,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.32875085
78086729,1996-10-13,0,0,0,0,39,Private,1540,6,2,SUV,no,0,No,40,0,14,381,F,No,Home Maker,Masters,53204,24,24,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.10708335
78091650,1993-10-19,2,4724,0,0,22,Private,1500,1,1,Sedan,no,0,No,48,0,12,111783,M,No,Manager,Bachelors,0,15,15,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,.23771347
78093195,1998-01-08,0,0,0,1,25,Commercial,17550,1,2,SUV,no,0,No,39,2,12,956,F,No,Student,Bachelors,0,9,9,Rural,TRUE,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.084903859
78101147,1996-12-25,0,0,0,0,69,Private,17040,4,1,Pickup,no,1,No,40,0,9,78658,F,No,Lawyer,Masters,236005,15,15,Rural,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,.029493438
78106922,1994-12-21,0,0,0,0,44,Commercial,18920,4,4,Van,no,0,No,41,0,9,107814,M,No,Unknown,Masters,282778,17,17,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,.27085963
78114999,1998-05-03,0,0,0,0,13,Private,13950,6,1,Sedan,yes,1,No,55,0,13,59217,M,No,Professional,Bachelors,217584,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,.11268026
78115648,1996-09-29,0,0,0,0,62,Commercial,6760,9,1,Pickup,yes,0,No,35,0,10,17617,M,No,Student,Bachelors,0,10,10,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,.38968617
78126027,1998-02-04,0,0,0,0,48,Private,13300,11,1,Pickup,no,0,No,47,0,0,0,F,No,Home Maker,Bachelors,83712,13,13,Rural,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,.0093738167
78153320,1995-08-18,1,4447,7776,0,24,Private,13390,1,1,Pickup,no,0,Yes,32,2,15,29206,F,No,Clerical,High School,146212,8,8,Urban,TRUE,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.18158892
78158282,1997-09-12,0,0,0,0,5,Private,27540,4,4,Pickup,no,0,No,48,0,7,70308,F,No,Professional,Bachelors,0,11,11,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.098489121
78170076,1996-09-17,2,4537,0,0,57,Private,7750,1,2,SUV,no,3,No,27,1,14,26840,F,No,Clerical,<High School,,1,1,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.1500328
78172148,1999-05-13,0,0,0,0,33,Private,18660,7,1,Sedan,no,1,No,51,0,8,112819,M,No,Professional,Masters,345297,20,20,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,.062826857
78174685,1993-07-20,0,0,0,1,29,Private,7500,1,2,SUV,no,0,No,43,3,13,14216,F,Yes,Home Maker,<High School,0,1,1,Rural,TRUE,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,.28327173
78190530,1995-04-15,0,0,0,0,48,Commercial,6100,1,2,Pickup,no,1,No,46,0,4,56062,M,No,Professional,Bachelors,223241,7,7,Rural,TRUE,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,.10367858
78195817,1995-09-07,0,0,0,0,52,Private,15670,1,1,Sedan,yes,0,No,47,0,10,70241,M,No,Manager,Bachelors,190629,6,6,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.12256292
78195940,1994-07-01,0,0,0,0,38,Private,17040,3,1,Sedan,no,1,No,51,0,10,104355,F,No,Manager,Masters,286694,15,15,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.10568926
78202802,1994-05-23,0,0,1322,0,37,Commercial,23260,6,1,Panel Truck,yes,2,Yes,58,0,8,83521,M,No,Professional,Bachelors,275791,1,1,Urban,FALSE,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.25975105
78212717,1996-05-27,0,0,0,0,47,Commercial,30110,1,2,Pickup,no,0,No,42,3,11,74355,F,No,Blue Collar,Bachelors,260195,13,13,Rural,TRUE,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,.030519938
78240756,1997-06-06,0,0,0,2,64,Private,11460,1,2,SUV,no,0,No,47,0,12,128796,M,No,Professional,Masters,393866,16,16,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,.32895282
78257343,1998-02-27,0,0,0,0,24,Private,15880,8,2,Sports Car,no,0,No,40,0,9,70381,F,No,Manager,Masters,267721,14,14,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.10345831
78282340,1995-04-23,3,42413,0,0,36,Private,3500,1,1,SUV,no,1,No,33,0,10,93522,F,No,Lawyer,Masters,0,18,18,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.36339247
78285268,1998-08-18,0,0,0,0,52,Commercial,6970,10,1,Sedan,yes,5,No,47,0,0,0,M,No,Student,High School,0,1,1,Rural,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,.080036417
78289703,1996-03-30,2,6428,0,0,37,Commercial,12780,3,1,Sedan,yes,1,No,49,0,11,63827,M,No,Blue Collar,Bachelors,0,9,9,Urban,FALSE,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,.44736096
78305530,1995-11-06,0,0,0,0,13,Private,4600,10,3,Pickup,yes,0,No,31,3,NA,70309,M,Yes,Manager,Bachelors,234283,8,8,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,.20586342
78334963,1993-10-02,0,0,0,0,18,Private,21190,1,1,Sedan,no,0,No,47,0,0,0,F,No,Student,<High School,0,6,6,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.14010859
78337334,1996-11-19,0,0,0,0,5,Commercial,10810,4,2,Pickup,no,0,No,56,0,15,93072,M,No,Unknown,PhD,274616,18,18,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,.1740825
78365726,1998-04-10,0,0,0,0,26,Private,8780,1,2,Sedan,no,0,No,45,2,17,38212,M,No,Clerical,High School,170400,1,1,Urban,TRUE,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,.3194592
78375265,1995-09-02,2,6906,692,0,38,Commercial,9360,1,1,SUV,no,0,Yes,31,3,15,47629,F,No,Blue Collar,High School,144222,6,6,Urban,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.5747602
78383470,1994-01-03,0,0,0,0,65,Private,25940,6,1,Sedan,no,0,No,26,1,0,0,F,Yes,Home Maker,Bachelors,0,7,7,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.028373655
78388030,1998-07-14,0,0,0,0,28,Private,12010,13,2,SUV,no,1,No,29,1,14,15936,F,No,Student,<High School,,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.21778257
78395554,1994-12-05,3,2243,19247,0,52,Commercial,26400,3,1,Panel Truck,no,0,Yes,50,1,NA,96013,M,Yes,Manager,Masters,0,13,13,Urban,FALSE,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,.52931386
78406810,1998-05-27,0,0,0,0,14,Private,13760,8,2,Sedan,no,2,No,50,0,14,62494,M,No,Clerical,High School,210162,1,1,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,.0089706341
78410538,1995-07-07,2,8272,0,0,36,Private,4900,7,2,SUV,no,0,No,34,3,0,0,F,No,Home Maker,Bachelors,74744,6,6,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.31857362
78431652,1998-12-07,0,0,0,0,35,Private,11350,10,1,Pickup,no,2,No,46,0,13,26353,M,No,Professional,Bachelors,128701,9,9,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,.11389329
78444570,1997-12-07,0,0,0,0,16,Private,6800,1,1,Sedan,no,1,No,53,0,16,59270,M,No,Clerical,High School,189686,9,9,Rural,TRUE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,.010089712
78464220,1993-08-02,1,3521,0,0,31,Private,1500,6,3,Sports Car,no,6,No,48,0,0,0,F,No,Home Maker,Bachelors,0,7,7,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.62741625
78478258,1997-06-07,0,0,0,0,57,Commercial,19200,4,1,Sedan,no,1,No,35,0,12,73647,F,No,Blue Collar,Bachelors,0,7,7,Urban,FALSE,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,.64299625
78479885,1996-01-24,0,0,0,0,33,Private,30250,1,1,Sedan,no,0,No,43,0,10,134469,F,No,Doctor,PhD,0,23,23,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.067540273
78508807,1994-12-13,0,0,0,0,35,Private,16060,1,2,SUV,no,0,No,44,2,9,91785,F,No,Professional,Bachelors,288497,8,8,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.02375854
78510588,1998-04-18,0,0,4286,0,18,Private,1500,4,2,Sports Car,no,1,Yes,36,0,7,6018,F,No,Student,<High School,,7,7,Urban,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.43988699
78527445,1997-07-27,0,0,0,0,61,Private,22140,17,4,SUV,no,0,No,55,0,13,,F,No,Clerical,Bachelors,232836,5,5,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.095601246
78532751,1997-12-30,1,24458,4903,0,28,Private,12710,13,3,Sedan,no,1,Yes,57,0,8,54028,F,No,Professional,High School,202278,1,1,Urban,FALSE,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.064003594
78536585,1994-11-04,0,0,0,0,20,Private,32050,6,3,Sedan,no,0,No,56,0,12,43369,F,No,Lawyer,Masters,197904,18,18,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.033734933
78540941,1997-12-24,1,30378,1956,1,55,Private,7700,1,3,Sports Car,no,5,Yes,43,1,9,111656,F,Yes,Professional,Bachelors,0,9,9,Urban,TRUE,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,.86497557
78576412,1995-01-03,2,28495,6250,0,48,Commercial,32020,9,1,Panel Truck,no,0,Yes,34,0,7,161846,F,No,Unknown,PhD,0,15,15,Urban,FALSE,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,.45283318
78582468,1997-10-27,0,0,1697,0,33,Private,13570,1,1,SUV,no,1,Yes,50,0,14,,F,No,Clerical,<High School,138053,9,9,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.16533357
78597757,1997-10-15,0,0,0,0,55,Private,6300,3,3,Sedan,yes,2,No,49,0,9,114679,M,No,Manager,Bachelors,342865,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,.30240536
78603178,1997-01-23,0,0,0,0,5,Commercial,40580,13,3,Panel Truck,no,1,No,59,2,18,137183,M,No,Unknown,Masters,374393,10,10,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,.059817005
78605942,1998-01-10,3,36720,0,0,32,Private,11740,6,2,Sedan,no,8,No,35,0,8,84393,F,No,Blue Collar,Bachelors,,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,.24708329
78607862,1995-06-25,3,41794,0,0,25,Private,8230,1,1,Sports Car,yes,3,No,62,0,15,59807,M,No,Lawyer,Masters,194391,10,10,Urban,TRUE,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,.4625513
78615447,1998-12-01,0,0,0,0,29,Private,17720,4,1,SUV,no,1,No,45,1,10,89187,F,No,Professional,Masters,241074,17,17,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.10197552
78617073,1997-04-16,1,3226,0,0,33,Private,5750,4,1,Sports Car,no,4,No,33,4,14,40205,F,Yes,Clerical,High School,0,9,9,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,.18879035
78631148,1993-10-07,2,4019,0,0,51,Commercial,21120,9,2,Van,yes,5,No,56,0,12,140201,M,No,Unknown,PhD,379999,20,20,Urban,FALSE,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.26251259
78651521,1994-12-15,0,0,0,0,40,Private,37360,1,1,Sedan,yes,0,No,55,0,15,124833,M,No,Lawyer,Masters,400395,19,19,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.028741088
78653965,1998-09-25,2,1739,0,0,18,Commercial,4700,3,1,Pickup,yes,4,No,30,2,10,7132,M,Yes,Student,<High School,0,1,1,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,.78868788
78658629,1998-07-16,0,0,0,0,39,Private,8240,13,1,Pickup,yes,2,No,47,0,14,6150,M,No,Student,<High School,0,6,6,Rural,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,.020958055
78660830,1998-04-11,0,0,0,0,32,Commercial,1500,1,1,Sports Car,yes,0,No,62,0,14,43775,M,No,Blue Collar,Bachelors,173539,1,1,Rural,TRUE,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,.099278219
78683414,1995-02-21,1,9637,0,0,36,Private,1500,4,3,Sports Car,no,0,No,44,4,0,0,F,No,Home Maker,Bachelors,100846,13,13,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.34022787
78686909,1997-07-13,0,0,0,0,28,Commercial,22260,1,3,Van,no,1,No,58,0,15,109878,M,No,Unknown,PhD,298537,15,15,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,.16351943
78707095,1997-05-16,0,0,0,0,45,Private,14480,6,3,Sedan,yes,4,No,39,0,13,37443,M,No,Clerical,High School,104380,11,11,Rural,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,.01353008
78708105,1995-05-11,2,3707,0,0,5,Private,22040,10,1,Pickup,no,0,No,55,0,0,0,F,No,Student,High School,135832,1,1,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.080620512
78708299,1998-03-23,0,0,0,0,46,Commercial,9760,4,2,Pickup,no,0,No,47,0,13,31610,M,No,Blue Collar,High School,166942,3,3,Rural,FALSE,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,.050845936
78715114,1998-08-28,0,0,706,0,25,Commercial,24600,4,2,Pickup,no,1,Yes,36,3,19,34658,F,No,Blue Collar,High School,191264,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,.31066063
78715656,1997-09-14,0,0,0,0,29,Private,21930,6,1,SUV,no,0,No,54,1,NA,32690,F,Yes,Clerical,<High School,0,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.036715847
78715683,1996-05-31,0,0,0,1,12,Private,24000,7,3,Sports Car,no,0,No,43,1,11,73247,F,Yes,Lawyer,Masters,0,16,16,Urban,FALSE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,.400765
78737326,1993-05-25,0,0,0,0,13,Commercial,24090,6,3,Panel Truck,yes,1,No,50,0,13,93454,M,No,Professional,Bachelors,236061,10,10,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.12697448
78741453,1998-12-08,0,0,0,0,19,Commercial,24410,4,1,Panel Truck,no,2,No,44,2,12,156493,M,No,Blue Collar,Bachelors,403292,12,12,Rural,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,.024349438
78756696,1998-02-18,0,0,7841,0,51,Private,5470,4,2,SUV,no,0,Yes,36,3,13,66859,F,Yes,Blue Collar,Bachelors,0,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,.59529102
78774619,1995-08-18,1,5651,0,0,40,Private,12130,6,1,Pickup,yes,4,No,41,0,11,65346,M,No,Lawyer,Masters,240364,19,19,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,.21000125
78775256,1997-03-12,2,8174,2648,0,50,Commercial,17190,16,1,Sports Car,no,4,Yes,49,0,10,,F,No,Blue Collar,High School,209679,1,1,Urban,FALSE,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,.48467043
78778474,1997-06-27,0,0,0,0,13,Private,11780,3,6,Sedan,no,4,No,47,0,0,,F,No,Home Maker,Masters,0,15,15,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.16264342
78795422,1997-08-19,2,14584,2009,0,66,Private,11320,10,2,Sports Car,yes,10,Yes,24,1,10,9761,F,No,Professional,Bachelors,92374,0,0,Urban,FALSE,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,.84728318
78805218,1993-12-02,0,0,0,0,25,Private,21140,11,1,SUV,no,0,No,33,3,13,163436,F,No,Manager,Bachelors,393600,9,9,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.10727318
78805557,1996-10-10,2,4582,0,0,46,Commercial,5730,1,2,Pickup,yes,0,No,55,0,10,85024,M,No,Manager,Masters,0,19,19,Urban,TRUE,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,.51981789
78807190,1997-01-30,0,0,3432,1,31,Private,5500,6,1,SUV,no,1,Yes,40,1,8,35660,F,Yes,Professional,Masters,0,11,11,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.42919809
78809868,1998-11-30,0,0,0,0,19,Commercial,23550,1,1,Pickup,no,0,No,46,0,14,129798,F,No,Manager,Masters,312180,12,12,Urban,TRUE,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.14423645
78819263,1994-02-20,3,3414,0,0,5,Private,6500,7,2,Pickup,yes,5,No,50,0,12,45969,M,No,Lawyer,Masters,141496,17,17,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.15678178
78819454,1997-08-24,3,3761,0,0,5,Commercial,10420,6,1,Pickup,yes,2,No,29,2,14,60157,M,No,Blue Collar,Bachelors,158830,8,8,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,.38594398
78824052,1999-02-06,0,0,0,0,25,Private,22700,9,1,SUV,no,0,No,56,0,5,82624,F,No,Professional,Bachelors,323568,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.017960573
78847828,1995-07-14,0,0,0,0,21,Private,20800,6,1,Sedan,no,2,No,45,2,NA,147990,F,No,Lawyer,Masters,411073,16,16,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.055364389
78854904,1998-09-26,0,0,0,0,36,Private,26460,1,4,Sports Car,no,0,No,38,3,NA,,F,Yes,Professional,Bachelors,0,7,7,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,.066751942
78873321,1994-02-06,1,2528,0,0,5,Private,11580,9,2,SUV,no,5,No,55,0,7,45787,F,No,Lawyer,Masters,173196,13,13,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.12037398
78874478,1994-04-08,0,0,0,0,47,Private,12430,10,1,Sedan,yes,0,No,46,0,7,100251,M,No,Manager,High School,316455,1,1,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.10253991
78888495,1995-07-02,1,6271,0,1,28,Commercial,21620,6,1,Sedan,yes,0,No,42,2,12,46177,M,No,Blue Collar,High School,159806,10,10,Urban,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,.20594944
78890000,1999-02-03,0,0,0,0,24,Commercial,7950,5,2,Pickup,yes,0,No,32,2,12,30770,M,Yes,Blue Collar,High School,0,6,6,Rural,FALSE,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,.10210015
78903585,1996-01-03,0,0,3454,1,48,Commercial,20450,1,1,Van,yes,4,Yes,44,2,NA,28045,M,No,Clerical,<High School,158817,1,1,Urban,TRUE,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.61394942
78923844,1993-07-04,1,32915,0,0,14,Private,18910,10,2,Pickup,no,3,No,45,0,11,106015,F,No,Lawyer,Masters,263348,15,15,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.04831814
78935486,1994-04-05,2,2978,0,0,58,Private,15620,1,1,SUV,no,4,No,59,0,13,82231,F,No,Professional,High School,270288,1,1,Urban,TRUE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,.65311486
78938125,1996-11-07,1,4906,1853,0,61,Commercial,18490,9,1,SUV,no,0,Yes,48,0,14,96659,F,No,Blue Collar,Bachelors,246612,7,7,Urban,FALSE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.3140761
78941070,1999-03-16,0,0,0,0,19,Private,9550,3,2,Sedan,no,0,No,47,0,12,28068,M,No,Clerical,High School,125923,7,7,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,.014915493
78944570,1993-06-13,0,0,0,0,46,Private,19520,1,1,Sedan,no,0,No,47,0,11,27381,F,No,Blue Collar,<High School,146238,1,1,Rural,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,.023841634
78953590,1996-07-07,1,3002,4198,0,32,Private,7250,4,1,SUV,no,0,Yes,35,0,9,22543,F,No,Clerical,<High School,150019,6,6,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,.31813958
78965003,1995-11-28,2,3660,0,0,34,Private,24020,6,2,Sports Car,no,3,No,43,0,8,153778,F,No,Doctor,PhD,353534,17,17,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,.25324285
78974741,1995-11-20,0,0,0,0,14,Private,2230,7,1,SUV,no,0,No,35,0,15,7350,F,No,Clerical,<High School,67463,1,1,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.18181202
79003401,1996-05-20,0,0,0,0,15,Private,6200,6,3,Sedan,yes,2,No,49,0,9,94062,M,No,Manager,Bachelors,287762,11,11,Urban,FALSE,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,.25030163
79011126,1994-05-28,0,0,0,0,46,Private,7300,7,1,Sports Car,no,0,No,47,0,12,94523,F,No,Lawyer,Masters,268445,23,23,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.12594335
79023324,1996-07-11,0,0,0,0,46,Private,6740,6,1,Sports Car,no,1,No,51,0,10,52391,F,No,Professional,Bachelors,0,12,12,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.4003776
79039894,1998-06-27,2,6414,1993,0,5,Private,1500,1,1,Sports Car,no,6,Yes,61,0,0,0,F,No,Student,<High School,96739,7,7,Urban,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,.52575177
79070104,1996-10-29,0,0,0,0,38,Private,9840,1,2,Sedan,no,0,No,49,0,9,34427,F,No,Home Maker,Bachelors,158704,7,7,Rural,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.021673447
79070297,1997-11-09,0,0,0,2,36,Private,10870,9,1,Pickup,no,0,No,45,3,16,30111,M,No,Clerical,High School,162409,1,1,Rural,FALSE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,.049562812
79072243,1996-10-16,1,1620,0,0,41,Commercial,14020,4,2,Sedan,yes,4,No,47,0,14,76638,M,No,Manager,High School,264483,7,7,Urban,FALSE,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.30796242
79080742,1998-10-18,0,0,8284,0,5,Commercial,7520,8,2,SUV,no,0,Yes,44,0,12,60217,F,No,Blue Collar,Bachelors,0,12,12,Urban,FALSE,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,.32402533
79082433,1999-01-25,0,0,0,0,50,Commercial,17920,6,1,Van,yes,1,No,30,1,10,33063,M,Yes,Blue Collar,<High School,0,1,1,Rural,FALSE,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,.13631473
79082935,1997-04-24,0,0,0,0,14,Private,45480,4,4,Sedan,no,1,No,56,0,6,103503,M,No,Professional,Masters,279903,15,15,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,.0029808155
79088122,1995-09-05,2,785,6222,1,31,Commercial,18060,6,1,Van,no,4,Yes,42,3,13,156532,M,Yes,Professional,Bachelors,0,14,14,Urban,FALSE,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,.6994037
79126985,1999-01-02,3,4383,0,1,34,Private,4390,10,1,Sports Car,no,0,No,37,2,11,28907,F,No,Clerical,High School,162439,1,1,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.52476084
79135686,1999-02-28,1,23852,0,0,28,Private,5800,4,1,SUV,no,3,No,43,0,11,,F,No,Professional,Bachelors,252182,11,11,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,.35376868
79158051,1997-09-14,0,0,0,0,13,Commercial,33610,1,3,Panel Truck,no,0,No,30,0,7,57553,M,No,Blue Collar,High School,196689,1,1,Rural,TRUE,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,.02135813
79167659,1997-05-25,3,5055,4753,0,43,Commercial,26370,7,2,Panel Truck,yes,7,Yes,50,0,12,131311,M,No,Professional,High School,0,9,9,Urban,FALSE,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,.64395791
79171238,1993-09-16,1,30520,0,0,5,Commercial,10200,13,1,SUV,no,7,No,46,0,12,40992,F,No,Blue Collar,High School,165542,1,1,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.30566084
79177589,1997-08-06,0,0,0,0,56,Private,7090,10,1,Sports Car,no,0,No,47,1,12,76811,F,No,Manager,High School,243367,8,8,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.24796492
79183988,1994-01-25,0,0,2327,2,17,Commercial,1500,13,1,Sedan,yes,4,Yes,44,2,0,0,M,No,Student,Bachelors,0,5,5,Urban,FALSE,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,.51215738
79213447,1996-02-07,0,0,0,0,27,Private,6270,4,2,SUV,no,1,No,34,2,13,86323,F,No,Professional,Bachelors,266214,7,7,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.23713394
